ParentEduc,PracticeSport,NrSiblings,WklyStudyHours,MathScore,ReadingScore,ExamScore,Gender_male,LunchType_standard,TestPrep_none,IsFirstChild_yes,TransportMeans_school_bus,EthnicGroup_group b,EthnicGroup_group c,EthnicGroup_group d,EthnicGroup_group e,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,Result,Cluster,LearnerCategory
1,1,4.0,2.5,56,76.0,76.0,0,1,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
2,2,2.0,12.0,63,48.0,42.0,1,1,1,1,0,0,1,0,0,0,0,0,Fail,1,Average
2,2,2.0,7.5,77,83.0,85.0,0,1,0,1,1,1,0,0,0,0,1,0,Pass,0,High-Performer
1,0,3.0,2.5,64,69.0,62.0,1,1,1,1,0,1,0,0,0,1,0,0,Fail,1,Average
5,1,3.0,12.0,54,69.0,70.0,0,1,1,1,1,0,0,1,0,0,1,0,Pass,1,Average
5,2,3.0,2.5,70,60.0,63.0,1,1,1,0,1,0,1,0,0,0,0,0,Fail,1,Average
5,2,1.0,7.5,76,75.0,73.0,1,0,1,0,1,1,0,0,0,1,0,0,Pass,2,At-Risk
1,1,4.0,7.5,71,77.0,80.0,0,1,1,0,0,0,0,1,0,1,0,0,Pass,1,Average
1,0,1.0,7.5,53,66.0,54.0,0,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
2,1,2.0,7.5,68,64.0,75.0,0,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,1,3.0,7.5,54,71.0,66.0,0,0,1,1,0,0,0,0,1,1,0,0,Fail,2,At-Risk
3,2,2.0,7.5,72,58.0,58.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,3.0,7.5,56,61.0,55.0,0,0,1,0,1,0,0,0,1,0,1,0,Fail,2,At-Risk
1,1,3.0,7.5,53,73.0,63.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,0,0.0,2.5,86,84.0,88.0,0,1,0,1,0,0,0,0,1,1,0,0,Pass,0,High-Performer
1,2,1.0,2.5,66,53.0,49.0,1,0,1,0,1,0,0,0,0,1,0,0,Fail,2,At-Risk
1,1,3.0,7.5,61,71.0,74.0,0,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
5,2,1.0,2.5,75,59.0,58.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,2,1.0,7.5,93,100.0,100.0,0,1,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
5,2,3.0,12.0,80,85.0,87.0,0,0,0,1,0,0,0,0,1,0,0,0,Pass,0,High-Performer
1,2,2.0,7.5,76,76.0,64.0,1,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
4,1,0.0,7.5,71,82.0,91.0,0,1,0,1,1,0,0,0,0,1,0,0,Pass,0,High-Performer
4,2,1.0,2.5,72,67.0,69.0,1,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
3,2,4.0,7.5,97,93.0,85.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,1,2.0,12.0,39,52.0,42.0,0,0,1,1,0,0,1,0,0,0,0,1,Fail,2,At-Risk
1,2,6.0,7.5,36,44.0,47.0,0,0,1,0,0,0,0,0,0,1,0,0,Fail,2,At-Risk
1,2,4.0,2.5,36,44.0,41.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,0,2.0,7.5,84,95.0,87.0,0,1,1,1,1,0,1,0,0,0,0,0,Pass,1,Average
4,1,3.0,7.5,100,100.0,100.0,0,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
2,2,0.0,7.5,50,53.0,42.0,1,1,1,1,0,0,0,0,0,1,0,0,Fail,1,Average
1,1,4.0,7.5,43,50.0,46.0,0,1,1,1,1,0,1,0,0,0,0,0,Fail,1,Average
3,2,4.0,7.5,81,80.0,75.0,1,1,0,1,0,1,0,0,0,0,1,0,Pass,0,High-Performer
1,2,3.0,2.5,67,78.0,73.0,0,1,1,0,0,0,1,0,0,1,0,0,Pass,1,Average
1,1,1.0,2.5,57,56.0,59.0,0,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
2,2,1.0,7.5,60,64.0,62.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
3,0,1.0,7.5,57,52.0,56.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
2,1,2.0,7.5,62,64.0,61.0,1,1,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
4,1,1.0,7.5,71,63.0,69.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
3,1,0.0,7.5,72,71.0,69.0,1,1,0,1,1,0,0,1,0,0,1,0,Pass,0,High-Performer
4,0,2.0,7.5,69,67.0,65.0,1,0,1,0,1,0,0,1,0,0,1,0,Fail,2,At-Risk
1,1,1.0,2.5,57,62.0,69.0,0,1,1,0,1,0,0,1,0,0,0,0,Pass,1,Average
1,1,1.0,2.5,44,37.0,30.0,1,0,1,0,0,0,0,0,0,0,1,0,Fail,2,At-Risk
2,2,4.0,2.5,40,55.0,52.0,0,0,1,1,1,1,0,0,0,0,0,0,Fail,2,At-Risk
2,1,6.0,2.5,75,74.0,75.0,1,1,1,1,1,0,1,0,0,0,0,0,Pass,1,Average
1,1,2.0,7.5,34,46.0,43.0,0,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
1,0,3.0,12.0,59,77.0,74.0,0,0,1,1,0,0,0,0,0,1,0,0,Pass,2,At-Risk
3,1,2.0,2.5,83,90.0,89.0,1,1,0,1,1,1,0,0,0,0,1,0,Pass,0,High-Performer
4,1,2.0,7.5,83,78.0,84.0,1,1,0,1,0,0,1,0,0,0,1,0,Pass,0,High-Performer
3,2,1.0,7.5,64,66.0,67.0,0,1,1,0,1,0,0,0,0,0,0,1,Fail,1,Average
2,1,1.0,2.5,35,51.0,38.0,0,0,1,1,1,1,0,0,0,1,0,0,Fail,2,At-Risk
4,2,4.0,2.5,92,82.0,84.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,0,1.0,7.5,60,74.0,77.0,0,0,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,3.0,7.5,29,51.0,49.0,0,0,0,0,0,1,0,0,0,1,0,0,Fail,2,At-Risk
1,0,3.0,7.5,39,56.0,48.0,0,1,0,1,0,0,0,1,0,1,0,0,Fail,0,High-Performer
1,2,3.0,2.5,62,67.0,57.0,0,1,1,1,1,0,0,0,1,1,0,0,Fail,1,Average
2,0,0.0,7.5,35,51.0,53.0,0,0,1,1,0,0,0,1,0,0,1,0,Fail,2,At-Risk
1,1,0.0,2.5,65,68.0,57.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,0,3.0,7.5,77,85.0,87.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
5,2,0.0,12.0,76,88.0,85.0,0,0,1,1,1,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,2.0,7.5,76,73.0,76.0,0,1,0,0,0,0,1,0,0,0,0,0,Pass,0,High-Performer
2,2,6.0,7.5,65,83.0,82.0,0,1,0,1,1,1,0,0,0,0,1,0,Pass,0,High-Performer
1,1,4.0,2.5,67,61.0,62.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,3.0,2.5,72,63.0,57.0,1,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
3,1,1.0,7.5,77,85.0,82.0,1,1,0,0,0,0,0,0,0,1,0,0,Pass,0,High-Performer
1,2,4.0,12.0,54,71.0,62.0,0,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
3,2,2.0,2.5,57,58.0,56.0,1,1,0,0,1,0,1,0,0,1,0,0,Fail,0,High-Performer
2,2,1.0,7.5,55,64.0,68.0,0,1,1,0,0,0,0,1,0,1,0,0,Fail,1,Average
4,0,1.0,7.5,80,84.0,85.0,0,1,0,0,0,0,0,1,0,0,0,0,Pass,0,High-Performer
1,2,1.0,7.5,78,88.0,88.0,0,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
3,2,2.0,7.5,81,83.0,83.0,1,0,0,0,0,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,1.0,7.5,70,65.0,64.0,1,1,1,1,0,0,1,0,0,0,0,0,Fail,1,Average
3,1,1.0,2.5,77,64.0,60.0,1,1,1,1,1,0,0,0,0,1,0,0,Fail,1,Average
5,1,1.0,7.5,74,82.0,81.0,0,0,1,0,0,0,0,0,1,0,1,0,Pass,2,At-Risk
2,1,5.0,12.0,85,76.0,74.0,1,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,1,2.0,2.5,42,55.0,51.0,0,0,1,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
1,2,3.0,7.5,75,63.0,58.0,1,1,1,1,1,0,0,0,0,0,1,0,Fail,1,Average
2,1,2.0,7.5,67,80.0,80.0,1,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
3,0,0.0,12.0,53,58.0,51.0,0,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
5,2,1.0,2.5,71,71.0,62.0,1,1,1,1,1,1,0,0,0,0,0,0,Fail,1,Average
1,1,1.0,2.5,49,69.0,71.0,0,1,0,0,0,0,1,0,0,0,0,0,Pass,0,High-Performer
4,2,5.0,7.5,79,60.0,59.0,1,1,1,0,1,0,0,0,1,1,0,0,Fail,1,Average
1,1,2.0,7.5,71,53.0,57.0,1,1,1,0,1,0,0,0,1,0,0,0,Fail,1,Average
3,2,2.0,7.5,50,54.0,62.0,0,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
1,1,6.0,7.5,62,58.0,59.0,0,1,1,1,1,0,0,0,1,0,0,0,Fail,1,Average
1,0,5.0,12.0,60,75.0,68.0,0,1,1,0,1,1,0,0,0,0,1,0,Fail,1,Average
1,2,5.0,12.0,62,66.0,59.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,3.0,12.0,48,52.0,49.0,1,0,0,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,0.0,12.0,85,77.0,78.0,0,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
4,2,3.0,7.5,71,87.0,88.0,0,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
3,1,2.0,2.5,56,64.0,55.0,1,0,1,0,1,0,1,0,0,1,0,0,Fail,2,At-Risk
3,1,0.0,7.5,67,72.0,69.0,0,0,1,1,1,0,0,1,0,0,1,0,Pass,2,At-Risk
4,2,2.0,7.5,39,52.0,52.0,0,0,1,1,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,2,2.0,7.5,83,78.0,82.0,0,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
1,1,0.0,7.5,80,67.0,67.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
2,1,1.0,12.0,90,89.0,89.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
1,0,2.0,7.5,63,73.0,72.0,1,1,1,1,1,1,0,0,0,0,1,0,Pass,1,Average
1,1,4.0,7.5,30,34.0,28.0,1,0,1,1,0,1,0,0,0,0,1,0,Fail,2,At-Risk
1,2,4.0,2.5,85,90.0,84.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,0,2.0,7.5,81,77.0,71.0,1,1,1,1,1,0,0,1,0,0,0,0,Pass,1,Average
3,2,1.0,7.5,70,66.0,75.0,0,0,1,1,1,0,0,0,1,1,0,0,Pass,2,At-Risk
3,1,3.0,7.5,45,41.0,36.0,1,1,0,0,0,0,0,0,0,1,0,0,Fail,0,High-Performer
4,1,1.0,12.0,100,89.0,81.0,1,1,1,1,0,0,0,0,1,0,0,0,Pass,1,Average
4,2,2.0,7.5,66,61.0,62.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,1,1.0,2.5,47,54.0,49.0,1,0,1,1,0,0,0,1,0,0,1,0,Fail,2,At-Risk
4,2,1.0,7.5,74,69.0,71.0,1,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,1,1.0,7.5,85,78.0,73.0,0,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
2,2,0.0,2.5,91,85.0,88.0,1,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,3.0,12.0,72,76.0,72.0,1,1,0,1,0,0,1,0,0,0,1,0,Pass,0,High-Performer
2,0,1.0,2.5,70,63.0,58.0,1,1,1,0,0,1,0,0,0,1,0,0,Fail,1,Average
5,1,2.0,7.5,55,60.0,70.0,0,1,1,1,1,0,1,0,0,1,0,0,Pass,1,Average
1,2,1.0,2.5,68,52.0,51.0,1,0,1,0,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,1.0,2.5,68,65.0,60.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
4,1,5.0,7.5,53,66.0,74.0,0,0,1,0,1,0,1,0,0,1,0,0,Pass,2,At-Risk
3,1,3.0,7.5,70,72.0,71.0,1,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
4,1,5.0,2.5,54,56.0,53.0,0,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
1,1,0.0,2.5,85,72.0,73.0,1,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
1,1,4.0,2.5,59,66.0,64.0,0,1,1,1,0,0,0,1,0,0,0,0,Fail,1,Average
3,1,1.0,12.0,94,80.0,75.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
1,1,1.0,12.0,56,61.0,59.0,1,1,1,0,1,1,0,0,0,0,0,0,Fail,1,Average
5,0,0.0,7.5,88,74.0,75.0,1,1,1,1,0,0,0,0,1,0,1,0,Pass,1,Average
4,1,1.0,12.0,87,83.0,85.0,0,1,1,0,0,0,0,0,0,0,1,0,Pass,1,Average
1,2,4.0,7.5,65,72.0,71.0,0,1,1,0,1,0,1,0,0,0,1,0,Pass,1,Average
4,1,2.0,7.5,73,75.0,80.0,0,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
1,2,3.0,7.5,72,66.0,63.0,1,0,1,0,0,0,0,0,1,0,0,0,Fail,2,At-Risk
2,1,4.0,7.5,52,55.0,60.0,0,1,0,0,0,0,0,1,0,1,0,0,Fail,0,High-Performer
1,1,2.0,12.0,49,62.0,56.0,0,0,1,0,0,1,0,0,0,1,0,0,Fail,2,At-Risk
1,2,0.0,2.5,65,71.0,72.0,1,0,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,2,2.0,7.5,66,66.0,74.0,0,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
1,1,2.0,7.5,50,52.0,56.0,1,0,0,1,1,0,0,1,0,0,0,0,Fail,0,High-Performer
2,1,2.0,2.5,48,56.0,53.0,0,1,1,1,1,0,0,0,0,1,0,0,Fail,1,Average
5,1,1.0,7.5,88,89.0,83.0,1,0,1,1,0,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,1.0,7.5,27,41.0,34.0,0,0,1,1,1,0,1,0,0,0,1,0,Fail,2,At-Risk
1,1,1.0,7.5,24,27.5,26.5,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,2.0,7.5,59,57.0,52.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
2,1,1.0,12.0,64,74.0,67.0,0,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
3,1,1.0,7.5,50,44.0,49.0,1,0,1,0,1,1,0,0,0,0,1,0,Fail,2,At-Risk
3,1,2.0,7.5,43,52.0,50.0,0,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
3,2,3.0,12.0,68,72.0,71.0,0,1,1,1,0,1,0,0,0,1,0,0,Pass,1,Average
2,2,1.0,12.0,38,37.0,41.0,1,0,1,1,1,0,0,0,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,54,56.0,52.0,0,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
1,1,2.0,2.5,59,65.0,58.0,1,1,1,0,1,1,0,0,0,0,0,0,Fail,1,Average
2,2,4.0,7.5,59,75.0,74.0,0,1,1,0,1,0,0,1,0,1,0,0,Pass,1,Average
1,2,0.0,7.5,87,100.0,100.0,0,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
3,1,4.0,12.0,51,59.0,53.0,1,0,1,1,1,1,0,0,0,0,0,0,Fail,2,At-Risk
1,0,2.0,12.0,80,77.0,82.0,1,0,0,1,0,0,0,0,1,0,1,0,Pass,0,High-Performer
1,2,0.0,7.5,70,68.0,73.0,1,0,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
1,2,1.0,2.5,68,73.0,69.0,0,1,1,1,1,0,0,1,0,0,0,0,Pass,1,Average
2,1,2.0,7.5,59,67.0,66.0,0,0,1,1,0,1,0,0,0,0,1,0,Fail,2,At-Risk
1,0,1.0,7.5,54,70.0,66.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,0,2.0,2.5,50,58.0,57.0,0,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
2,1,0.0,7.5,40,65.0,56.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,2,3.0,7.5,67,58.0,63.0,1,1,0,1,0,0,0,0,0,1,0,0,Fail,0,High-Performer
1,1,2.0,12.0,61,71.0,64.0,0,1,1,0,0,0,1,0,0,0,1,0,Fail,1,Average
1,2,3.0,7.5,85,90.0,84.0,0,1,1,1,0,0,1,0,0,0,1,0,Pass,1,Average
1,2,4.0,7.5,63,56.0,60.0,1,1,1,0,1,0,0,0,0,1,0,0,Fail,1,Average
1,1,3.0,12.0,100,95.0,100.0,1,1,0,1,1,0,0,0,1,1,0,0,Pass,0,High-Performer
1,1,1.0,2.5,47,40.0,31.0,1,0,1,1,0,0,1,0,0,0,0,0,Fail,2,At-Risk
4,2,3.0,7.5,85,93.0,92.0,0,1,1,1,0,1,0,0,0,0,0,0,Pass,1,Average
2,0,2.0,12.0,75,85.0,82.0,1,1,1,0,1,0,0,1,0,1,0,0,Pass,1,Average
4,2,1.0,7.5,61,76.0,71.0,0,1,1,1,1,1,0,0,0,1,0,0,Pass,1,Average
2,2,6.0,7.5,84,74.0,72.0,1,1,1,0,1,0,0,0,1,1,0,0,Pass,1,Average
2,1,3.0,7.5,79,78.0,71.0,1,1,1,0,1,0,0,0,0,1,0,0,Pass,1,Average
2,1,1.0,7.5,67,63.0,56.0,1,1,1,1,0,0,1,0,0,0,1,0,Fail,1,Average
1,1,2.0,7.5,52,76.0,74.0,0,0,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
3,1,2.0,12.0,75,81.0,85.0,0,1,0,1,1,0,0,0,1,1,0,0,Pass,0,High-Performer
2,1,2.0,7.5,70,77.0,79.0,0,1,0,0,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,5.0,7.5,61,72.0,72.0,0,0,0,1,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,2,1.0,2.5,59,72.0,67.0,1,0,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
1,2,3.0,2.5,46,38.0,37.0,1,0,1,1,1,0,0,0,0,0,1,0,Fail,2,At-Risk
1,1,2.0,12.0,80,78.0,72.0,1,1,1,0,0,0,0,0,1,1,0,0,Pass,1,Average
5,2,3.0,7.5,41,44.0,50.0,0,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
2,2,0.0,7.5,74,79.0,70.0,1,0,0,1,1,1,0,0,0,1,0,0,Pass,0,High-Performer
4,2,1.0,7.5,75,73.0,66.0,1,0,1,0,0,0,1,0,0,1,0,0,Fail,2,At-Risk
3,2,1.0,2.5,67,77.0,74.0,0,1,1,1,0,0,1,0,0,0,0,0,Pass,1,Average
2,2,2.0,12.0,63,63.0,61.0,1,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
1,1,4.0,7.5,65,67.0,62.0,1,0,0,0,1,0,0,1,0,0,1,0,Fail,0,High-Performer
4,1,0.0,12.0,86,83.0,86.0,1,1,0,1,0,0,0,0,1,1,0,0,Pass,0,High-Performer
2,0,3.0,7.5,74,73.0,72.0,1,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
2,2,0.0,12.0,76,63.0,62.0,1,1,1,1,0,0,0,1,0,1,0,0,Fail,1,Average
1,2,3.0,2.5,55,66.0,65.0,0,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
1,1,2.0,7.5,55,53.0,59.0,1,0,0,1,1,0,0,1,0,1,0,0,Fail,0,High-Performer
4,1,1.0,7.5,64,60.0,63.0,1,1,1,1,1,0,0,1,0,0,1,0,Fail,1,Average
5,2,3.0,7.5,64,50.0,46.0,1,1,1,1,1,0,0,0,0,0,1,0,Fail,1,Average
1,1,3.0,2.5,77,76.0,73.0,0,1,1,0,0,0,0,0,1,1,0,0,Pass,1,Average
2,1,1.0,7.5,69,66.0,67.0,1,0,0,1,1,1,0,0,0,0,0,0,Fail,0,High-Performer
2,0,3.0,12.0,76,77.0,77.0,1,1,1,1,1,0,0,1,0,0,0,0,Pass,1,Average
1,1,3.0,7.5,68,77.0,81.0,0,1,1,0,1,0,1,0,0,1,0,0,Pass,1,Average
3,2,2.0,7.5,58,71.0,70.0,0,1,1,1,0,0,1,0,0,0,0,1,Pass,1,Average
1,2,4.0,12.0,72,87.0,93.0,0,1,1,0,0,0,0,1,0,0,1,0,Pass,1,Average
4,1,2.0,7.5,52,65.0,65.0,0,1,1,1,0,0,0,1,0,1,0,0,Fail,1,Average
3,0,0.0,7.5,56,68.0,68.0,0,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
5,1,1.0,7.5,62,73.0,82.0,0,0,0,1,1,0,0,1,0,1,0,0,Pass,0,High-Performer
1,1,3.0,7.5,23,27.5,26.5,0,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
2,1,1.0,7.5,55,68.0,65.0,0,1,1,0,0,0,1,0,0,0,0,0,Fail,1,Average
5,1,3.0,7.5,74,83.0,87.0,0,1,0,1,0,1,0,0,0,1,0,0,Pass,0,High-Performer
1,1,3.0,7.5,72,71.0,74.0,1,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
2,2,2.0,7.5,51,49.0,51.0,1,1,0,1,0,0,1,0,0,1,0,0,Fail,0,High-Performer
1,0,2.0,7.5,80,96.0,89.0,0,1,0,1,1,0,1,0,0,0,0,0,Pass,0,High-Performer
1,1,3.0,7.5,69,65.0,62.0,1,1,1,0,1,0,0,1,0,1,0,0,Fail,1,Average
4,1,3.0,7.5,80,71.0,77.0,1,1,0,0,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,1.0,2.5,60,60.0,55.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,0,0.0,2.5,61,66.0,69.0,0,1,1,1,0,0,0,1,0,1,0,0,Pass,1,Average
5,2,3.0,2.5,67,76.0,77.0,0,0,1,1,0,0,0,0,1,0,1,0,Pass,2,At-Risk
1,1,3.0,2.5,51,49.0,44.0,1,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,3.0,12.0,71,75.0,77.0,0,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
4,2,1.0,2.5,91,92.0,85.0,1,1,1,1,1,0,0,0,1,1,0,0,Pass,1,Average
1,1,2.0,12.0,70,84.0,87.0,0,1,0,0,0,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,3.0,7.5,76,87.0,86.0,0,0,1,1,0,0,0,1,0,0,0,0,Pass,2,At-Risk
2,0,2.0,12.0,53,57.0,53.0,0,1,1,0,1,0,1,0,0,1,0,0,Fail,1,Average
2,1,2.0,2.5,60,62.0,56.0,1,0,0,1,0,0,0,1,0,1,0,0,Fail,0,High-Performer
1,2,2.0,12.0,36,47.0,47.0,0,0,1,1,0,0,0,1,0,1,0,0,Fail,2,At-Risk
2,1,5.0,7.5,73,90.0,77.0,0,1,1,1,0,0,1,0,0,0,0,0,Pass,1,Average
3,2,2.0,2.5,87,87.0,83.0,1,0,1,1,1,0,1,0,0,1,0,0,Pass,2,At-Risk
1,1,1.0,2.5,72,72.0,66.0,1,0,1,0,1,0,1,0,0,0,0,0,Fail,2,At-Risk
1,1,1.0,7.5,54,70.0,66.0,0,0,1,0,1,0,0,1,0,1,0,0,Fail,2,At-Risk
2,1,3.0,12.0,47,49.0,48.0,1,0,0,0,0,0,1,0,0,0,0,0,Fail,2,At-Risk
2,0,2.0,2.5,71,65.0,63.0,1,1,1,1,1,0,0,1,0,1,0,0,Fail,1,Average
4,0,1.0,12.0,85,80.0,81.0,1,0,0,1,0,1,0,0,0,0,0,0,Pass,0,High-Performer
5,2,4.0,7.5,66,80.0,75.0,0,1,0,1,1,0,1,0,0,1,0,0,Pass,0,High-Performer
1,1,2.0,12.0,78,74.0,79.0,0,1,1,0,1,0,0,1,0,0,1,0,Pass,1,Average
2,2,2.0,2.5,73,69.0,66.0,1,1,1,1,0,1,0,0,0,1,0,0,Fail,1,Average
3,0,2.0,7.5,60,57.0,49.0,1,0,1,1,1,0,0,0,0,1,0,0,Fail,2,At-Risk
1,2,5.0,2.5,76,66.0,64.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
2,2,2.0,2.5,60,64.0,62.0,1,0,1,1,1,0,0,1,0,0,0,0,Fail,2,At-Risk
2,1,2.0,7.5,34,48.0,44.0,0,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
3,2,5.0,7.5,73,73.0,75.0,1,0,0,0,1,0,0,1,0,0,0,0,Pass,0,High-Performer
3,0,5.0,7.5,58,72.0,69.0,0,0,1,1,1,0,1,0,0,0,0,0,Pass,2,At-Risk
1,1,2.0,12.0,64,61.0,65.0,1,1,0,1,1,0,0,1,0,0,1,0,Fail,0,High-Performer
1,2,0.0,7.5,56,54.0,49.0,1,0,1,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
4,2,0.0,2.5,86,93.0,91.0,0,1,0,1,0,0,0,1,0,1,0,0,Pass,0,High-Performer
2,1,1.0,7.5,92,78.0,71.0,1,1,1,1,0,0,1,0,0,1,0,0,Pass,1,Average
1,2,1.0,7.5,89,73.0,69.0,1,1,1,1,1,0,0,1,0,1,0,0,Pass,1,Average
2,2,1.0,2.5,68,65.0,62.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,1,6.0,7.5,54,58.0,52.0,1,1,1,1,1,0,1,0,0,1,0,0,Fail,1,Average
1,1,1.0,7.5,80,74.0,78.0,1,1,0,1,1,0,1,0,0,0,1,0,Pass,0,High-Performer
1,1,2.0,2.5,75,68.0,65.0,1,1,1,0,0,0,0,0,0,1,0,0,Fail,1,Average
2,1,0.0,2.5,73,74.0,80.0,0,1,0,1,1,0,0,0,1,0,0,0,Pass,0,High-Performer
1,2,3.0,2.5,56,70.0,66.0,0,1,1,1,1,1,0,0,0,1,0,0,Fail,1,Average
4,0,1.0,7.5,97,78.0,82.0,1,1,1,0,1,0,0,0,1,1,0,0,Pass,1,Average
2,1,3.0,2.5,52,45.0,50.0,1,0,0,1,0,0,1,0,0,0,1,0,Fail,2,At-Risk
1,2,4.0,12.0,58,51.0,49.0,1,0,1,1,1,0,1,0,0,1,0,0,Fail,2,At-Risk
1,0,3.0,12.0,50,51.0,51.0,1,0,0,0,1,1,0,0,0,1,0,0,Fail,2,At-Risk
4,1,3.0,12.0,57,58.0,51.0,1,1,1,1,0,0,1,0,0,1,0,0,Fail,1,Average
3,1,3.0,12.0,70,70.0,73.0,0,1,1,0,1,0,0,0,1,1,0,0,Pass,1,Average
